# range -128..128
# sum of line must not exceed the range!

# Lanczos2

# horizontal coefficients
 -24, 176, -24,   0
 -20, 174, -26,   0
 -16, 169, -26,   1
 -11, 160, -23,   2
  -6, 147, -16,   3
  -1, 129,  -4,   4
   2, 109,  11,   6
   5,  84,  32,   7
   6,  58,  58,   6
   6,  22,  96,   4
   5,   3, 119,   1
   4, -12, 140,  -4
   2, -20, 154,  -8
   1, -25, 165, -13
   0, -26, 172, -18
   0, -25, 175, -22

# vertical coefficients
   0, 128,   0,   0
  -4, 126,   6,   0
  -8, 124,  13,  -1
 -10, 119,  20,  -1
 -11, 111,  30,  -2
 -11, 103,  40,  -4
 -10,  93,  50,  -5
  -9,  82,  61,  -6
  -8,  72,  72,  -8
  -6,  56,  88, -10
  -4,  45,  98, -11
  -3,  35, 107, -11
  -2,  25, 115, -10
  -1,  17, 121,  -9
   0,   9, 125,  -6
   0,   3, 127,  -2
